Mods count: 180
 
jar name                                                        | mod id (isMCreator)           | mixin configs
PackagedDraconic-1.12.2-1.0.4.24.jar                            | packageddraconic              | 
PackagedExCrafting-1.12.2-1.0.3.33.jar                          | packagedexcrafting            | 
PaperFixes-2.0.1.jar                                            | paperfixes                    | paperfixes.mixins.json, paperfixes.mixins.init.json
particleculling-1.12.2-v1.4.3.jar                               | particleculling               | mixins.particleculling.json, mixins.particleculling.refmap.json
PassableLeaves-1.12.2-2.0.0.jar                                 | passableleaves                | 
patternbanners-1.2.3.jar                                        | patternbanners                | mixins.patternbanners.no_vanilla_pattern_apply.json, mixins.patternbanners.wear_banners.json, mixins.patternbanners.refmap.json
PerformanceMonitoringEnhancer1.12.2-1.1.1.jar                   | performancemonitoringenhancer | 
Pillar-1.3.3.jar                                                | pillar                        | 
potiondescriptions-1.12.2-1.2.4.jar                             | potiondescriptions            | 
probe-0.1.24.jar                                                | probe                         | 
ProjectE-1.12.2-PE1.4.1.jar                                     | projecte                      | 
ProportionalDestructionParticles-1.12.2-1.2.4.jar               | pdp                           | 
QuarkOddities-1.12.2.jar                                        |                               | 
QuarkRotN-r1.6-191.jar                                          | quark                         | 
RandomTweaker-1.4.10.jar                                        | randomtweaker                 | mixins.randomtweaker.mods.json, mixins.RandomTweaker.refmap.json
ReachFix-1.12.2-1.1.3.jar                                       | reachfix                      | 
ReAuth-1.12-Forge-4.0.7.jar                                     | reauth                        | 
rebind-1.12.2-2.7.5-0.jar                                       | rebind                        | 
RedstoneFlux-1.12-2.1.1.1-universal.jar                         | redstoneflux                  | 
RenderLib-1.12.2-1.4.5.jar                                      | renderlib                     | mixins.renderlib.refmap.json, mixins.renderlib.json
ResourceLoader-MC1.12.1-1.5.3.jar                               | resourceloader                | 
ResourceReloader-1.0.2.5.jar                                    | resourcereloader              | 
rftools-1.12-7.73.jar                                           | rftools                       | 
rftoolsdim-1.12-5.71.jar                                        | rftoolsdim                    | 
RLFoliage-MC1.12-2.5.3.jar                                      | betterfoliage                 | mixins.betterfoliage.nonoptifine.json, mixins.betterfoliage.nothirium.json, mixins.betterfoliage.mipmap.json, mixins.betterfoliage.pooledpos.json, mixins.betterfoliage.forestry.json, mixins.betterfoliage.optifine.json, mixins.betterfoliage.vanilla.json, mixins.betterfoliage.celeritas.json, mixins.betterfoliage.vintagefix.json, mixins.betterfoliage.refmap.json
RLTweaker-1.12.2-0.7.5.jar                                      | rltweaker                     | 
roidtweaker-1.2.2.jar                                           | roidtweaker                   | mixins.roidtweaker.thermalexpansion.json, mixins.roidtweaker.immersiveengineering.json, mixins.roidtweaker.registry.disable.json, mixins.roidtweaker.villager.careerdisable.json, mixins.roidtweaker.projecte.json, mixins.roidtweaker.villager.customprofessionsetter.json, mixins.roidtweaker.crafttweaker.json, mixins.roidtweaker.refmap.json, mixins.roidtweaker.villager.accessor.json, mixins.roidtweaker.villager.metawildcards.json
RoughlyEnoughIDs-2.2.4.jar                                      | jeid                          | mixins.jeid.mystcraft.json, mixins.jeid.creepingnether.json, mixins.jeid.journeymap.json, mixins.jeid.kathairis.json, mixins.jeid.biomesoplenty.json, mixins.jeid.srparasites.json, mixins.jeid.chunkpregenerator.json, mixins.jeid.atum.json, mixins.jeid.naturescompass.json, mixins.jeid.abyssalcraft.json, mixins.jeid.advancedrocketry.client.json, mixins.jeid.geographicraft.json, mixins.jeid.core.json, mixins.jeid.extrautils2.json, mixins.jeid.thebetweenlands.json, mixins.jeid.cubicchunks.json, mixins.jeid.bookshelf.json, mixins.jeid.wyrmsofnyrus.json, mixins.jeid.biometweaker.json, mixins.jeid.rtg.json, mixins.jeid.tropicraft.json, mixins.jeid.worldedit.json, mixins.jeid.cyclopscore.json, mixins.jeid.moreplanets.json, mixins.jeid.tofucraft.json, mixins.jeid.advancedrocketry.json, mixins.jeid.gaiadimension.json, mixins.jeid.refmap.json, mixins.jeid.biomestaff.json, mixins.jeid.compactmachines.json, mixins.jeid.twilightforest.json, mixins.jeid.thaumcraft.json, mixins.jeid.hammercore.json
Scalar Legacy-1.0.1.jar                                         | scalar                        | 
serializationisbad-1.5.2.jar                                    |                               | 
Sledgehammer-1.12.2-2.0.26.jar                                  | sledgehammer                  | mixins.sledgehammer.chesttransporter.json, mixins.sledgehammer.projectred-integration.json, mixins.sledgehammer.carryon.json, mixins.sledgehammer.actuallyadditions.json, mixins.sledgehammer.champions.json, mixins.sledgehammer.journeymap.json, mixins.sledgehammer.biomesoplenty.json, mixins.sledgehammer.bdsandm.json, mixins.sledgehammer.mob_grinding_utils.json, mixins.sledgehammer.pneumaticcraft.json, mixins.sledgehammer.enderstorage.json, mixins.sledgehammer.realfilingcabinet.json, mixins.sledgehammer.ruins.json, mixins.sledgehammer.refmap.json, mixins.sledgehammer.bewitchment.json, mixins.sledgehammer.primitivecrafting.json, mixins.sledgehammer.pyrotech.json, mixins.sledgehammer.matteroverdrive.json, mixins.sledgehammer.randomthings.json, mixins.sledgehammer.danknull.json, mixins.sledgehammer.quark.json, mixins.sledgehammer.forge.json, mixins.sledgehammer.immersiveengineering.json, mixins.sledgehammer.jetif.json, mixins.sledgehammer.industrialforegoing.json, mixins.sledgehammer.careerbees.json, mixins.sledgehammer.tombmanygraves.json, mixins.sledgehammer.primitivemobs.json, mixins.sledgehammer.armorunder.json, mixins.sledgehammer.core.json, mixins.sledgehammer.topography.json, mixins.sledgehammer.storagenetwork.json, mixins.sledgehammer.kubejs.json, mixins.sledgehammer.betterquesting.json, mixins.sledgehammer.mowziesmobs.json, mixins.sledgehammer.embers.json, mixins.sledgehammer.abyssalcraft.json, mixins.sledgehammer.bibliocraft.json, mixins.sledgehammer.qmd.json, mixins.sledgehammer.tconevo.json, mixins.sledgehammer.projectred-transportation.json, mixins.sledgehammer.astralsorcery.json, mixins.sledgehammer.naturesaura.json, mixins.sledgehammer.vaultopic.json, mixins.sledgehammer.integrateddynamicscompat.json, mixins.sledgehammer.forge.preinit.json, mixins.sledgehammer.conarm.json, mixins.sledgehammer.morph.json, mixins.sledgehammer.sponge.json, mixins.sledgehammer.logisticspipes.json, mixins.sledgehammer.platform.json, mixins.sledgehammer.tconstruct.json, mixins.sledgehammer.fluxnetworks.json, mixins.sledgehammer.hwell.json, mixins.sledgehammer.thaumicwonders.json
SmoothFont-mc1.12.2-2.1.4.jar                                   | smoothfont                    | 
SoundFilters-0.14.0_for_1.12.jar                                | soundfilters                  | 
soundreloader-1.2-1.12.2.jar                                    | soundreloader                 | 
spark-unforged-1.11.140-forge.jar                               | spark                         | mixins.spark.main.json, mixins.spark.refmap.json, mixins.spark.accessors.json
splashlogofix-1.0.jar                                           |                               | 
StellarCore-1.5.22.jar                                          | stellar_core                  | mixins.stellar_core.refmap.json, mixins.stellar_core_minecraft_property.json, mixins.stellar_core_bloodmagic.json, mixins.stellar_core_minecraft_noglerror.json, mixins.stellar_core_minecraft_world_pos_judgement.json, mixins.stellar_core_mek_top.json, mixins.stellar_core_touhou_little_maid.json, mixins.stellar_core_minecraft_advancements.json, mixins.stellar_core_minecraft_nbtmaplist.json, mixins.stellar_core_minecraft_longnbtkiller.json, mixins.stellar_core_minecraft_texturemap.json, mixins.stellar_core_minecraft_resourcelocation_async.json, mixins.stellar_core_forge_registry.json, mixins.stellar_core_enderio.json, mixins.stellar_core_mekanism.json, mixins.stellar_core_minecraft_resourcepack.json, mixins.stellar_core_minecraft_worldserver.json, mixins.stellar_core_libnine.json, mixins.stellar_core_minecraft_texture_load.json, mixins.stellar_core_tconevo.json, mixins.stellar_core_ae.json, mixins.stellar_core_minecraft_modelblock.json, mixins.stellar_core_thermalexpansion.json, mixins.stellar_core_techguns.json, mixins.stellar_core_astralsorcery.json, mixins.stellar_core_rgb_chat.json, mixins.stellar_core_draconicevolution_chunk.json, mixins.stellar_core_minecraft_resourcelocation.json, mixins.stellar_core_tconstruct.json, mixins.stellar_core_minecraft_blockfaceuv.json, mixins.stellar_core_chisel.json, mixins.stellar_core_hudcaching.json, mixins.stellar_core_sync.json, mixins.stellar_core_nco.json, mixins.stellar_core_minecraft_blockpart.json, mixins.stellar_core_modularrouters.json, mixins.stellar_core_minecraft_classmultimap.json, mixins.stellar_core_enderioconduits_energy.json, mixins.stellar_core_forge_bakedquad_vertexdata.json, mixins.stellar_core_minecraft_chunktequeue.json, mixins.stellar_core_enderutilities.json, mixins.stellar_core_legendarytooltips.json, mixins.stellar_core_biomesoplenty.json, mixins.stellar_core_customloadingscreen.json, mixins.stellar_core_enderioconduits.json, mixins.stellar_core_forge_modelloader.json, mixins.stellar_core_thermaldynamics.json, mixins.stellar_core_minecraft_world_load.json, mixins.stellar_core_minecraft_entitytracker.json, mixins.stellar_core_psi.json, mixins.stellar_core_theoneprobe.json, mixins.stellar_core_armourers_workshop.json, mixins.stellar_core_forge_bakedquad.json, mixins.stellar_core_minecraft_entitytracker_y_range.json, mixins.stellar_core_specialmobs.json, mixins.stellar_core_minecraft_randomtick.json, mixins.stellar_core_cofhcore.json, mixins.stellar_core_extrabotany.json, mixins.stellar_core_ic2.json, mixins.stellar_core_customstartinggear.json, mixins.stellar_core_ftblib.json, mixins.stellar_core_cucumber.json, mixins.stellar_core_minecraft_nbtpool.json, mixins.stellar_core_minecraft_worldclient.json, mixins.stellar_core_sync_techguns.json, mixins.stellar_core_minecraft_world.json, mixins.stellar_core_immersiveengineering.json, mixins.stellar_core_ancientspellcraft.json, mixins.stellar_core_minecraft_stitcher.json, mixins.stellar_core_vintagefix.json, mixins.stellar_core_minecraft_chunktemap.json, mixins.stellar_core_forge_asmmodparser.json, mixins.stellar_core_forge_chunkmanager.json, mixins.stellar_core_jei.json, mixins.stellar_core_minecraft_itemstack_cap.json, mixins.stellar_core_minecraft_bakedquad.json, mixins.stellar_core_minecraft_bakedmodel.json, mixins.stellar_core_ebwizardry.json, mixins.stellar_core_igi.json, mixins.stellar_core_forge_asmdatatable.json, mixins.stellar_core_fluxnetworks.json, mixins.stellar_core_guguutils.json, mixins.stellar_core_avaritiaddons.json, mixins.stellar_core_scalingguis.json, mixins.stellar_core_advancedrocketry.json, mixins.stellar_core_mets.json, mixins.stellar_core_draconicevolution.json, mixins.stellar_core_avaritia.json, mixins.stellar_core_minecraft_nethandlerplayserver.json, mixins.stellar_core_ic2_energynet.json, mixins.stellar_core_minecraft_phys.json, mixins.stellar_core_cfm.json, mixins.stellar_core_minecraft_statemapperbase.json, mixins.stellar_core_endercore.json, mixins.stellar_core_minecraft_nnlist.json, mixins.stellar_core_betterchat.json, mixins.stellar_core_ctm.json, mixins.stellar_core_minecraft_chunktecache.json, mixins.stellar_core_forge.json, mixins.stellar_core_ebwizardry_early.json, mixins.stellar_core_threng.json, mixins.stellar_core_minecraft_blockstateimpl.json, mixins.stellar_core_forge_capability.json, mixins.stellar_core_minecraft_renderglobal.json, mixins.stellar_core_botania.json, mixins.stellar_core_deepmoblearing.json, mixins.stellar_core_ftbquests.json
StuffASockInIt-1.12.2-1.1.32.jar                                | sasit                         | 
teamsmod-1.12.2-Rfinal-fixed.jar                                | teamsmod                      | 
tesla-core-lib-1.12.2-1.0.18.jar                                | teslacorelib                  | 
TheAetherBaubles-2.0.1.jar                                      | aether_baubles                | 
ThermalCultivation-1.12.2-0.3.6.1-universal.jar                 | thermalcultivation            | 
ThermalDynamics-1.12.2-2.5.6.1-universal.jar                    | thermaldynamics               | 
ThermalExpansion-1.12.2-5.5.7.1-universal.jar                   | thermalexpansion              | 
ThermalFoundation-1.12.2-2.6.7.1-universal.jar                  | thermalfoundation             | 
ThermalInnovation-1.12.2-0.3.6.1-universal.jar                  | thermalinnovation             | 
TinkersAntique-1.12.2-2.13.0.206.jar                            | tconstruct                    | 
toolprogression-1.12.2-1.6.12.jar                               | toolprogression               | 
    /META-INF/libraries/toolprogression-1.12.2-1.6.12-core.jar  |                               | 
TP+-1.12.2-1.0.1.1.jar                                          | tpp                           | 
twilightforest-1.12.2-3.15.1.jar                                | twilightforest                | 
